"country","year","version","years_since_original","component","revision_cause","revision","cum_revision"
"Italy",2008,2010-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.2
"Italy",2008,2010-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0.2
"Italy",2008,2011-04-01,3,"debt","due to revision of deficit/surplus or debt",-0.1,0.1
"Italy",2008,2011-10-01,3,"debt","due to revision of deficit/surplus or debt",0.3,0.4
"Italy",2009,2009-10-01,0,"debt","due to revision of deficit/surplus or debt",0.2,0.2
"Italy",2009,2010-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0.2
"Italy",2009,2010-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0.2
"Italy",2009,2011-04-01,2,"debt","due to revision of deficit/surplus or debt",-0.1,0.1
"Italy",2009,2011-10-01,2,"debt","due to revision of deficit/surplus or debt",0.4,0.5
"Italy",2009,2012-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0.5
"Italy",2009,2012-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0.5
"Italy",2010,2010-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Italy",2010,2011-04-01,1,"debt","due to revision of deficit/surplus or debt",-0.1,-0.1
"Italy",2010,2011-10-01,1,"debt","due to revision of deficit/surplus or debt",0.6,0.5
"Italy",2010,2012-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.5
"Italy",2010,2012-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0.5
"Italy",2010,2013-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0.5
"Italy",2010,2013-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0.5
"Italy",2011,2011-10-01,0,"debt","due to revision of deficit/surplus or debt",0.6,0.6
"Italy",2011,2012-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0.6
"Italy",2011,2012-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0.6
"Italy",2011,2013-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.6
"Italy",2011,2013-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0.6
"Italy",2011,2014-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0.6
"Italy",2012,2012-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Italy",2012,2013-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Italy",2012,2013-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Italy",2012,2014-04-01,2,"debt","due to revision of deficit/surplus or debt",-0.1,-0.1
"Italy",2013,2013-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Italy",2013,2014-04-01,1,"debt","due to revision of deficit/surplus or debt",-0.1,-0.1
"Italy",2003,2006-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Italy",2003,2006-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Italy",2004,2006-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Italy",2004,2006-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Italy",2004,2007-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Italy",2004,2007-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Italy",2005,2006-04-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1
"Italy",2005,2006-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Italy",2005,2007-04-01,2,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.2
"Italy",2005,2007-10-01,2,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.3
"Italy",2005,2008-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.3
"Italy",2005,2008-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.3
"Italy",2006,2006-10-01,0,"deficit","due to revision of deficit/surplus or debt",0,0
"Italy",2006,2007-04-01,1,"deficit","due to revision of deficit/surplus or debt",1.1,1.1
"Italy",2006,2007-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,1.1
"Italy",2006,2008-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,1.1
"Italy",2006,2008-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,1.1
"Italy",2006,2009-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,1.1
"Italy",2006,2009-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,1.1
"Italy",2007,2007-10-01,0,"deficit","due to revision of deficit/surplus or debt",0.3,0.3
"Italy",2007,2008-04-01,1,"deficit","due to revision of deficit/surplus or debt",0.1,0.4
"Italy",2007,2008-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.4
"Italy",2007,2009-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.4
"Italy",2007,2009-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.4
"Italy",2007,2010-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.4
"Italy",2007,2010-10-01,3,"deficit","due to revision of deficit/surplus or debt",-0.1,0.3
"Italy",2008,2008-10-01,0,"deficit","due to revision of deficit/surplus or debt",0,0
"Italy",2008,2009-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0
"Italy",2008,2009-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,0
"Italy",2008,2010-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Italy",2008,2010-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Italy",2008,2011-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Italy",2008,2011-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Italy",2009,2009-10-01,0,"deficit","due to revision of deficit/surplus or debt",0,0
"Italy",2009,2010-04-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1
"Italy",2009,2010-10-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.2
"Italy",2009,2011-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.2
"Italy",2009,2011-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.2
"Italy",2009,2012-04-01,3,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.3
"Italy",2009,2012-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.3
"Italy",2010,2010-10-01,0,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1
"Italy",2010,2011-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Italy",2010,2011-10-01,1,"deficit","due to revision of deficit/surplus or debt",0.1,0
"Italy",2010,2012-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Italy",2010,2012-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Italy",2010,2013-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Italy",2010,2013-10-01,3,"deficit","due to revision of deficit/surplus or debt",0.1,0.1
"Italy",2011,2011-10-01,0,"deficit","due to revision of deficit/surplus or debt",0,0
"Italy",2011,2012-04-01,1,"deficit","due to revision of deficit/surplus or debt",0.1,0.1
"Italy",2011,2012-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Italy",2011,2013-04-01,2,"deficit","due to revision of deficit/surplus or debt",0.1,0.2
"Italy",2011,2013-10-01,2,"deficit","due to revision of deficit/surplus or debt",0.1,0.3
"Italy",2011,2014-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.3
"Italy",2012,2012-10-01,0,"deficit","due to revision of deficit/surplus or debt",0,0
"Italy",2012,2013-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0
"Italy",2012,2013-10-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1
"Italy",2012,2014-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Italy",2013,2013-10-01,0,"deficit","due to revision of deficit/surplus or debt",0.1,0.1
"Italy",2013,2014-04-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,0
"Latvia",2003,2006-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Latvia",2003,2006-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Latvia",2004,2006-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Latvia",2004,2006-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Latvia",2004,2007-04-01,3,"debt","due to revision of deficit/surplus or debt",0.4,0.4
"Latvia",2004,2007-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0.4
"Latvia",2005,2006-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Latvia",2005,2006-10-01,1,"debt","due to revision of deficit/surplus or debt",0.5,0.5
"Latvia",2005,2007-04-01,2,"debt","due to revision of deficit/surplus or debt",-0.1,0.4
"Latvia",2005,2007-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0.4
"Latvia",2005,2008-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0.4
"Latvia",2005,2008-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0.4
"Latvia",2006,2006-10-01,0,"debt","due to revision of deficit/surplus or debt",0.6,0.6
"Latvia",2006,2007-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0.6
"Latvia",2006,2007-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0.6
"Latvia",2006,2008-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.6
"Latvia",2006,2008-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0.6
"Latvia",2006,2009-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0.6
"Latvia",2006,2009-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0.6
"Latvia",2007,2007-10-01,0,"debt","due to revision of deficit/surplus or debt",-0.2,-0.2
"Latvia",2007,2008-04-01,1,"debt","due to revision of deficit/surplus or debt",0,-0.2
"Latvia",2007,2008-10-01,1,"debt","due to revision of deficit/surplus or debt",0,-0.2
"Latvia",2007,2009-04-01,2,"debt","due to revision of deficit/surplus or debt",0,-0.2
"Latvia",2007,2009-10-01,2,"debt","due to revision of deficit/surplus or debt",0,-0.2
"Latvia",2007,2010-04-01,3,"debt","due to revision of deficit/surplus or debt",0,-0.2
"Latvia",2007,2010-10-01,3,"debt","due to revision of deficit/surplus or debt",0,-0.2
"Latvia",2008,2008-10-01,0,"debt","due to revision of deficit/surplus or debt",0.1,0.1
"Latvia",2008,2009-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0.1
"Latvia",2008,2009-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0.1
"Latvia",2008,2010-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.1
"Latvia",2008,2010-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0.1
"Latvia",2008,2011-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0.1
"Latvia",2008,2011-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0.1
"Latvia",2009,2009-10-01,0,"debt","due to revision of deficit/surplus or debt",0.1,0.1
"Latvia",2009,2010-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0.1
"Latvia",2009,2010-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0.1
"Latvia",2009,2011-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.1
"Latvia",2009,2011-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0.1
"Latvia",2009,2012-04-01,3,"debt","due to revision of deficit/surplus or debt",0.2,0.3
"Latvia",2009,2012-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0.3
"Latvia",2010,2010-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Latvia",2010,2011-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Latvia",2010,2011-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Latvia",2010,2012-04-01,2,"debt","due to revision of deficit/surplus or debt",-0.1,-0.1
"Latvia",2010,2012-10-01,2,"debt","due to revision of deficit/surplus or debt",0,-0.1
"Latvia",2010,2013-04-01,3,"debt","due to revision of deficit/surplus or debt",0.1,0
"Latvia",2010,2013-10-01,3,"debt","due to revision of deficit/surplus or debt",2.2,2.2
"Latvia",2011,2011-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Latvia",2011,2012-04-01,1,"debt","due to revision of deficit/surplus or debt",-0.4,-0.4
"Latvia",2011,2012-10-01,1,"debt","due to revision of deficit/surplus or debt",0,-0.4
"Latvia",2011,2013-04-01,2,"debt","due to revision of deficit/surplus or debt",0.1,-0.3
"Latvia",2011,2013-10-01,2,"debt","due to revision of deficit/surplus or debt",0.7,0.4
"Latvia",2011,2014-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0.4
"Latvia",2012,2012-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Latvia",2012,2013-04-01,1,"debt","due to revision of deficit/surplus or debt",0.2,0.2
"Latvia",2012,2013-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0.2
"Latvia",2012,2014-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.2
"Latvia",2013,2013-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Latvia",2013,2014-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Latvia",2003,2006-04-01,3,"deficit","due to revision of deficit/surplus or debt",-0.4,-0.4
"Latvia",2003,2006-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.4
"Latvia",2004,2006-04-01,2,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1
"Latvia",2004,2006-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Latvia",2004,2007-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Latvia",2004,2007-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Latvia",2005,2006-04-01,1,"deficit","due to revision of deficit/surplus or debt",-0.3,-0.3
"Latvia",2005,2006-10-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.4
"Latvia",2005,2007-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.4
"Latvia",2005,2007-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.4
"Latvia",2005,2008-04-01,3,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.5
"Latvia",2005,2008-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.5
"Latvia",2006,2006-10-01,0,"deficit","due to revision of deficit/surplus or debt",-0.7,-0.7
"Latvia",2006,2007-04-01,1,"deficit","due to revision of deficit/surplus or debt",0.1,-0.6
"Latvia",2006,2007-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.6
"Latvia",2006,2008-04-01,2,"deficit","due to revision of deficit/surplus or debt",-0.3,-0.9
"Latvia",2006,2008-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.9
"Latvia",2006,2009-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.9
"Latvia",2006,2009-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.9
"Latvia",2007,2007-10-01,0,"deficit","due to revision of deficit/surplus or debt",0.1,0.1
"Latvia",2007,2008-04-01,1,"deficit","due to revision of deficit/surplus or debt",-0.5,-0.4
"Latvia",2007,2008-10-01,1,"deficit","due to revision of deficit/surplus or debt",0.1,-0.3
"Latvia",2007,2009-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.3
"Latvia",2007,2009-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.3
"Latvia",2007,2010-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.3
"Latvia",2007,2010-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.3
"Latvia",2008,2008-10-01,0,"deficit","due to revision of deficit/surplus or debt",-0.2,-0.2
"Latvia",2008,2009-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.2
"Latvia",2008,2009-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.2
"Latvia",2008,2010-04-01,2,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.3
"Latvia",2008,2010-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.3
"Latvia",2008,2011-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.3
"Latvia",2008,2011-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.3
"Latvia",2009,2009-10-01,0,"deficit","due to revision of deficit/surplus or debt",-1.2,-1.2
"Latvia",2009,2010-04-01,1,"deficit","due to revision of deficit/surplus or debt",0.6,-0.6
"Latvia",2009,2010-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.6
"Latvia",2009,2011-04-01,2,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.7
"Latvia",2009,2011-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.7
"Latvia",2009,2012-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.7
"Latvia",2009,2012-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.7
"Latvia",2010,2010-10-01,0,"deficit","due to revision of deficit/surplus or debt",-0.6,-0.6
"Latvia",2010,2011-04-01,1,"deficit","due to revision of deficit/surplus or debt",0.2,-0.4
"Latvia",2010,2011-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.4
"Latvia",2010,2012-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.4
"Latvia",2010,2012-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.4
"Latvia",2010,2013-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.4
"Latvia",2010,2013-10-01,3,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.5
"Latvia",2011,2011-10-01,0,"deficit","due to revision of deficit/surplus or debt",0,0
"Latvia",2011,2012-04-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1
"Latvia",2011,2012-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Latvia",2011,2013-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Latvia",2011,2013-10-01,2,"deficit","due to revision of deficit/surplus or debt",0.1,0
"Latvia",2011,2014-04-01,3,"deficit","due to revision of deficit/surplus or debt",0.1,0.1
"Latvia",2012,2012-10-01,0,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1
"Latvia",2012,2013-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Latvia",2012,2013-10-01,1,"deficit","due to revision of deficit/surplus or debt",0.5,0.4
"Latvia",2012,2014-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.4
"Latvia",2013,2013-10-01,0,"deficit","due to revision of deficit/surplus or debt",0.1,0.1
"Latvia",2013,2014-04-01,1,"deficit","due to revision of deficit/surplus or debt",0.1,0.2
"Lithuania",2003,2006-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2003,2006-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2004,2006-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2004,2006-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2004,2007-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2004,2007-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2005,2006-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2005,2006-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2005,2007-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2005,2007-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2005,2008-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2005,2008-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2006,2006-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2006,2007-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2006,2007-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2006,2008-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2006,2008-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2006,2009-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2006,2009-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2007,2007-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2007,2008-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2007,2008-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2007,2009-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2007,2009-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2007,2010-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2007,2010-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2008,2008-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2008,2009-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2008,2009-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2008,2010-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2008,2010-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2008,2011-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2008,2011-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2009,2009-10-01,0,"debt","due to revision of deficit/surplus or debt",-0.1,-0.1
"Lithuania",2009,2010-04-01,1,"debt","due to revision of deficit/surplus or debt",0,-0.1
"Lithuania",2009,2010-10-01,1,"debt","due to revision of deficit/surplus or debt",0,-0.1
"Lithuania",2009,2011-04-01,2,"debt","due to revision of deficit/surplus or debt",0,-0.1
"Lithuania",2009,2011-10-01,2,"debt","due to revision of deficit/surplus or debt",0,-0.1
"Lithuania",2009,2012-04-01,3,"debt","due to revision of deficit/surplus or debt",0,-0.1
"Lithuania",2009,2012-10-01,3,"debt","due to revision of deficit/surplus or debt",0,-0.1
"Lithuania",2010,2010-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2010,2011-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2010,2011-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2010,2012-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2010,2012-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2010,2013-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2010,2013-10-01,3,"debt","due to revision of deficit/surplus or debt",-1.1,-1.1
"Lithuania",2011,2011-10-01,0,"debt","due to revision of deficit/surplus or debt",0.1,0.1
"Lithuania",2011,2012-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0.1
"Lithuania",2011,2012-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0.1
"Lithuania",2011,2013-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.1
"Lithuania",2011,2013-10-01,2,"debt","due to revision of deficit/surplus or debt",-0.7,-0.6
"Lithuania",2011,2014-04-01,3,"debt","due to revision of deficit/surplus or debt",-0.1,-0.7
"Lithuania",2012,2012-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2012,2013-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2012,2013-10-01,1,"debt","due to revision of deficit/surplus or debt",-0.1,-0.1
"Lithuania",2012,2014-04-01,2,"debt","due to revision of deficit/surplus or debt",-0.1,-0.2
"Lithuania",2013,2013-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Lithuania",2013,2014-04-01,1,"debt","due to revision of deficit/surplus or debt",-0.2,-0.2
"Lithuania",2003,2006-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Lithuania",2003,2006-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Lithuania",2004,2006-04-01,2,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1
"Lithuania",2004,2006-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Lithuania",2004,2007-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Lithuania",2004,2007-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Lithuania",2005,2006-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0
"Lithuania",2005,2006-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,0
"Lithuania",2005,2007-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Lithuania",2005,2007-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Lithuania",2005,2008-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Lithuania",2005,2008-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Lithuania",2006,2006-10-01,0,"deficit","due to revision of deficit/surplus or debt",-0.3,-0.3
"Lithuania",2006,2007-04-01,1,"deficit","due to revision of deficit/surplus or debt",0.1,-0.2
"Lithuania",2006,2007-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.2
"Lithuania",2006,2008-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.2
"Lithuania",2006,2008-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.2
"Lithuania",2006,2009-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.2
"Lithuania",2006,2009-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.2
"Lithuania",2007,2007-10-01,0,"deficit","due to revision of deficit/surplus or debt",0,0
"Lithuania",2007,2008-04-01,1,"deficit","due to revision of deficit/surplus or debt",0.2,0.2
"Lithuania",2007,2008-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Lithuania",2007,2009-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Lithuania",2007,2009-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Lithuania",2007,2010-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Lithuania",2007,2010-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Lithuania",2008,2008-10-01,0,"deficit","due to revision of deficit/surplus or debt",0,0
"Lithuania",2008,2009-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0
"Lithuania",2008,2009-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,0
"Lithuania",2008,2010-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Lithuania",2008,2010-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Lithuania",2008,2011-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Lithuania",2008,2011-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Lithuania",2009,2009-10-01,0,"deficit","due to revision of deficit/surplus or debt",-0.2,-0.2
"Lithuania",2009,2010-04-01,1,"deficit","due to revision of deficit/surplus or debt",-0.4,-0.6
"Lithuania",2009,2010-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.6
"Lithuania",2009,2011-04-01,2,"deficit","due to revision of deficit/surplus or debt",0.1,-0.5
"Lithuania",2009,2011-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.5
"Lithuania",2009,2012-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.5
"Lithuania",2009,2012-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.5
"Lithuania",2010,2010-10-01,0,"deficit","due to revision of deficit/surplus or debt",0,0
"Lithuania",2010,2011-04-01,1,"deficit","due to revision of deficit/surplus or debt",-0.2,-0.2
"Lithuania",2010,2011-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.2
"Lithuania",2010,2012-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.2
